participant,vidlink:1,chooserandom:1,main_survey_free_response:1,main_survey_scale:1,main_survey_scale:2,main_survey_scale:3,main_survey_scale:4,main_survey_scale:5,main_survey_scale:6,main_survey_scale:7,main_survey_scale:8,main_survey_scale:9,main_survey_scale:10,main_survey_scale:11,main_survey_scale:12,endcode,TIME_start,TIME_end,TIME_total
s.6087646a-5f27-415b-a0a9-07ca574aae34.txt,334666262,2,プレゼンします,5,5,5,3,4,3,4,3,5,4,4,4,Kej377QH,2019-07-30-07-33,2019-07-30-07-41,8
s.765108b7-1152-4391-aab6-bbf82a9088d3.txt,334666395,1,落ち着いてね,4,4,5,5,4,3,3,4,5,4,5,4,MPbAxXjm,2019-07-30-09-42,2019-07-30-09-44,2
s.59f64f6d-a325-4600-a604-cb20f709925a.txt,334666324,3,皆様の,4,4,4,4,4,4,4,4,4,4,4,5,9dxuNp7f,2019-07-27-00-59,2019-07-27-01-01,2
s.7ab1a5aa-a221-4beb-b1ab-caec635b36bb.txt,334666214,1,どういうことだ,1,1,7,1,1,1,1,7,1,1,7,1,LjJPKjGO,2019-07-27-05-10,2019-07-27-05-14,4
s.7ffa387d-9a5f-43ea-aaed-78923c163792.txt,334666234,2,人気が落ちてきている,5,5,4,5,2,3,6,6,6,3,6,6,K6THdDE8,2019-07-26-17-54,2019-07-26-18-10,16
s.428b11b0-2c7a-4ceb-8762-51d574a35fe4.txt,334661117,2,"",4,5,6,5,3,3,5,5,3,4,4,3,xLuYdWCZ,2019-07-16-13-24,2019-07-16-13-26,2
s.a146453e-fa87-42e1-9a1b-28d6f0d82e35.txt,334666167,2,私はあなたが好き,2,2,3,5,3,4,6,4,2,2,5,5,4e2cxhCD,2019-07-27-11-03,2019-07-27-11-04,1
s.85bff577-4a0c-49a6-92ca-df0d63b34b9c.txt,334666284,1,何かの試合をする、といっている,6,3,6,7,1,2,5,4,3,3,7,6,xSk4BBWf,2019-07-29-14-17,2019-07-29-14-22,5
s.0e57e1f8-73eb-45fe-ae98-8cd1694e50eb.txt,334666214,1,あなたはどうですか？,4,4,4,3,4,4,4,5,4,4,4,5,M5EXMKYN,2019-07-27-18-02,2019-07-27-18-04,2
s.ce7e0a2f-a0c4-4963-a429-f9fd4cc4684e.txt,334666167,1,どうだい？と質問している,2,2,3,1,4,5,1,5,4,6,4,5,daCcHqtd,2019-07-26-19-39,2019-07-26-19-43,4
s.3f1bd503-7dff-4fbc-84c7-3c20c03c28e5.txt,334666234,1,"","","","","","","","","","","","","","",2019-07-26-18-43,"",""
s.9008f95a-c73e-4d0e-80c2-8184efa3614a.txt,334666150,1,あなたが持っているものを下さい,6,7,1,2,3,7,1,2,6,5,6,6,mU4A8eRz,2019-07-30-11-39,2019-07-30-11-41,2
s.e3ed203d-a093-4b80-89f2-4a4b402c8779.txt,334666300,1,分かりましたか？,5,4,5,5,4,5,4,5,5,5,5,5,VYFVnLCM,2019-07-16-13-29,2019-07-16-13-30,1
s.ea18c71b-dfbc-4581-ae0d-ff21a318613e.txt,334666234,1,子供について,"","","","","","","","","","","","","",2019-07-16-15-05,"",""
s.f9dbe62c-ad86-41b1-a236-ea39aaa3c096.txt,334666214,1,なぜ？,4,6,6,6,5,2,2,4,4,5,4,3,M3rsYEfu,2019-07-26-21-53,2019-07-26-21-55,2
s.5fc3141a-b939-405d-ba21-ea502291a3f7.txt,334666214,1,否定的である。,5,5,5,3,3,4,3,4,5,6,6,6,NHZjV9th,2019-07-26-21-02,2019-07-26-21-06,4
s.672e2a71-126b-4b44-87ac-5b39ee7d3712.txt,334666150,2,これあげる,3,4,2,2,1,1,2,2,3,4,2,4,LZUJfb2E,2019-07-29-14-10,2019-07-29-14-12,2
s.dfc85438-bc73-4ab4-bf6f-2c6d28b0c68a.txt,334666395,3,平らです。,4,4,4,3,4,4,3,3,3,5,4,5,VCOg5zJX,2019-07-29-23-18,2019-07-29-23-20,2
s.b0a2662a-d306-4282-b82b-53220df1c28b.txt,334666369,1,あなたは間違っている,2,2,5,6,2,2,6,6,5,5,6,6,QW33bHSH,2019-07-29-14-43,2019-07-29-14-45,2
s.7a198bf1-2285-4aa8-8867-feabb21ac689.txt,334666300,2,"","","","","","","","","","","","","","",2019-07-16-13-29,"",""
s.ba765388-454c-4cfb-8624-b13db690e044.txt,334666167,3,"","","","","","","","","","","","","","",2019-07-16-14-34,"",""
s.d835a4b8-2783-4b04-b7b8-4984f84292fe.txt,334666214,3,私はどうしたらいいの？,5,5,4,5,3,5,5,4,3,5,5,5,Ot3dX3He,2019-07-26-19-11,2019-07-26-19-15,4
s.2fde724b-2e82-4bac-bf80-fbf3c1986fa8.txt,334666150,1,何か足りないものがあるんじゃない？,2,2,5,2,6,6,5,1,4,6,2,7,R5xF6M73,2019-07-30-16-09,2019-07-30-16-10,1
s.2d4dcf2e-4c31-4942-83a2-1d723a58fe4e.txt,334666191,2,"","","","","","","","","","","","","","",2019-07-27-03-34,"",""
s.145ee2f6-530f-4e4b-a484-b144925ec6f9.txt,334661117,1,大丈夫、僕らと彼女の意見は一緒だ。,4,4,2,3,6,6,3,4,5,6,5,5,usExgCg5,2019-07-30-02-37,2019-07-30-02-39,2
s.cec559f3-3752-4298-adde-c39e785e6f88.txt,334666262,1,ちょっと心配なんだけれど。,4,3,5,4,4,4,4,4,5,4,2,3,VXtnqwev,2019-07-26-23-42,2019-07-26-23-45,3
s.2a94a516-3630-4d86-82ed-30af7337eef8.txt,334666150,1,"","","","","","","","","","","","","","",2019-07-30-02-46,"",""
s.a3d51f9c-9f1d-43ef-a42a-131ae32f7dd4.txt,334666125,3,"","","","","","","","","","","","","","",2019-07-29-16-03,"",""
s.14127e2d-9099-48fc-826c-15762f292e72.txt,334666300,3,周りを見渡せば世界が広がる,5,4,5,1,5,3,1,3,6,6,5,3,3yd3eDM6,2019-07-27-09-49,2019-07-27-09-53,4
s.b1a65acb-ecde-4469-a4c7-591e5b9223e3.txt,334666214,1,～と思いますがどうですか？,5,5,3,2,5,5,2,3,5,5,5,5,NZEYvnYY,2019-07-27-10-52,2019-07-27-10-54,2
s.0cbba5d4-17e1-454a-b09a-9eae27bdf2f5.txt,334666167,3,"","","","","","","","","","","","","","",2019-07-27-06-43,"",""
s.0aab543d-f714-45f3-b3b7-bd7d1c9d7d69.txt,334666191,2,(何かを)しっかり持っていなさい,1,2,2,6,2,1,6,7,3,6,3,2,nEcUz47e,2019-07-30-14-47,2019-07-30-14-52,5
s.44093a7b-9f9f-438d-8c98-67ce4f2ec6b9.txt,334666395,2,皆同列です,4,4,2,4,4,4,4,4,4,4,4,4,DQZpsDpg,2019-07-30-14-33,2019-07-30-14-36,3
s.47ddc905-4ae0-405e-8102-7760d5a74b76.txt,334666350,3,大きい,"","","","","","","","","","","","","",2019-07-29-14-49,"",""
s.18a00258-da21-4ae7-af80-451c3789bc5f.txt,334666125,3,ここにちょうだい,2,3,4,2,3,6,4,5,4,3,4,4,OVWZPqTV,2019-07-29-14-43,2019-07-29-14-45,2
s.741721ad-1d80-4bfc-9664-8efd2f6bb611.txt,334661117,3,私をしつこく勧誘してきて困っています。,7,7,6,6,2,2,6,7,5,6,6,6,yww6VtVy,2019-07-26-18-40,2019-07-26-18-44,4
s.ebf384b6-aa6d-4be1-8b72-c054bf335aa7.txt,334666395,2,違う,5,5,4,2,4,5,1,4,5,5,5,4,7MtCXw62,2019-07-29-14-41,2019-07-29-14-45,4
s.117b6d92-eb25-4535-af42-4a276ba0a15e.txt,334666234,1,楽しい,3,2,3,3,5,3,2,2,5,3,3,2,ekAUXY2s,2019-07-28-15-36,2019-07-28-15-38,2
s.1a3840c2-d79d-47ce-addb-cc5b0d412118.txt,334666262,3,別にどうでもいい,3,3,6,3,2,2,2,4,2,2,2,2,7Sc6jJ9m,2019-07-26-18-00,2019-07-26-18-05,5
s.aae88da0-fffa-4928-81cd-6f5dbeddd183.txt,334666262,2,私たちは,5,6,2,3,2,2,6,6,7,5,5,5,ndOUbMPN,2019-07-29-15-04,2019-07-29-15-06,2
s.4a3aae19-f8a2-413d-9e78-053c9dac625f.txt,334666369,2,こんなびっくりするようなことがあったよ,3,4,4,2,5,4,2,2,6,4,4,4,UeW5sEMa,2019-07-30-05-49,2019-07-30-05-51,2
s.4f3f50d0-7682-4cf3-b8d2-de0ec872f361.txt,334666369,1,"","","","","","","","","","","","","","",2019-07-29-14-39,"",""
s.79590eda-a70d-481c-b473-49dca238e0f9.txt,334666214,2,"","","","","","","","","","","","","","",2019-07-27-06-43,"",""
s.7ac04d45-ac98-40f3-b46f-80b3eadcac9e.txt,334666369,2,"","","","","","","","","","","","","","",2019-07-30-16-42,"",""
s.621d86ca-de15-4f3b-b83e-4ff438516ff4.txt,334666324,3,これらのなかで,7,7,7,7,2,1,5,7,5,6,2,2,9NArKxd2,2019-07-16-13-22,2019-07-16-13-24,2
s.f99f6575-063d-4ba0-9754-6eea680b8e09.txt,334666369,3,いかがですか？,4,7,2,2,6,5,2,4,6,5,7,6,3HwtpRRH,2019-07-30-01-50,2019-07-30-01-52,2
s.ff057a4b-b8f4-4fb8-97dd-95e7e8ef6298.txt,334666350,3,"",3,5,6,4,3,3,3,5,3,4,5,5,V7gnqucu,2019-07-30-13-46,2019-07-30-13-47,1
s.84bf2907-a24f-4393-a4dc-fae3b06346d8.txt,334666262,1,うーんとねぇ　,3,3,4,5,4,4,4,4,4,4,4,4,AxMQ2gNC,2019-07-16-13-31,2019-07-16-13-34,3
s.6b0020da-56bd-4bf1-b2b5-066f5db7ba77.txt,334666350,3,"","","","","","","","","","","","","","",2019-07-29-15-50,"",""
s.e8f782f3-7cd0-455c-9f3a-c3c3eb87338d.txt,334661117,3,"","","","","","","","","","","","","","",2019-07-30-02-46,"",""
s.b1a60224-9e7a-4ea5-acda-339714957771.txt,334666284,3,人と人がぶつかった,5,5,7,7,2,2,3,6,1,6,5,5,Qb45BhCD,2019-07-28-11-04,2019-07-28-11-09,5
s.a0bb2765-caae-4bef-9a9d-3ffd91e79184.txt,334666125,2,この意見に同意できますか？,5,5,6,6,2,2,3,1,2,5,2,3,hC6mnWvb,2019-07-29-14-09,2019-07-29-14-11,2
s.87afba96-66e6-4809-9e26-d841936e5ccd.txt,334661117,2,もっと意見を言って欲しい。,5,5,6,5,3,3,3,3,3,3,3,2,yNen9TNG,2019-07-29-14-15,2019-07-29-14-18,3
s.ba0c1c31-90d6-41e3-97f2-9a3fd2491672.txt,334666369,1,"","","","","","","","","","","","","","",2019-07-29-14-49,"",""
s.53c4d4bd-0d56-4e99-9367-60fa90718fb4.txt,334666284,3,ケンカした,4,4,4,2,4,4,2,4,4,4,4,3,hGwDuL3R,2019-07-27-04-21,2019-07-27-04-24,3
s.def4a14e-fa93-4680-8da1-f5201a661445.txt,334666214,2,私を信じてくださいと言っているように見えました。,3,3,6,4,3,2,2,2,4,3,5,5,DuuKwZJh,2019-07-26-18-14,2019-07-26-18-18,4
s.0efb7e68-4ac8-411b-92b8-ff26f2d4bec4.txt,334666262,2,"","","","","","","","","","","","","","",2019-07-27-15-29,"",""
s.42d1bd8f-dc46-412a-b632-a80a70dc23ff.txt,334666395,2,意見が二つに別れていますね。,5,5,7,2,2,4,2,3,2,6,6,6,mWKXEx9X,2019-07-29-14-44,2019-07-29-14-46,2
s.f02c2072-f4ca-47bc-9bfe-eb098a636d21.txt,334666234,2,"","","","","","","","","","","","","","",2019-07-16-14-39,"",""
s.a66abae9-0c1d-4968-86eb-715932dec4cf.txt,334661117,1,一緒に絆を強めていこう！,2,3,1,2,6,6,2,2,7,7,6,5,Cb73Pce9,2019-07-29-14-17,2019-07-29-14-24,7
