participant,vidlink:1,chooserandom:1,main_survey_free_response:1,main_survey_scale:1,main_survey_scale:2,main_survey_scale:3,main_survey_scale:4,main_survey_scale:5,main_survey_scale:6,main_survey_scale:7,main_survey_scale:8,main_survey_scale:9,main_survey_scale:10,main_survey_scale:11,main_survey_scale:12,endcode,TIME_start,TIME_end,TIME_total
s.961e5b58-76f4-4d00-9f68-a90da080bb09.txt,334668792,2,"","","","","","","","","","","","","","",2019-07-29-19-22,"",""
s.aba39dd5-a259-49ba-a9e2-94ac71860311.txt,334668883,3,They are talking about exchanging information with someone they know,6,6,4,4,6,6,4,3,6,5,4,6,UQsjSQqf,2019-07-29-19-13,2019-07-29-19-15,2
s.5adf839a-edf1-45de-8285-1bd694606e5f.txt,334669066,1,I think they are saying that the group comes together and is a unified force.,6,7,1,1,6,5,4,1,7,7,7,7,k9dd2cAA,2019-07-29-20-26,2019-07-29-20-28,2
s.16e8f4de-f7c9-4b19-9a74-c595a66fdc49.txt,334668913,1,i would guess they are showing that there is some conflict in the group or people whose opinions don't mix easily,5,5,7,6,3,3,3,3,3,2,2,5,gOGgVtnk,2019-07-29-19-59,2019-07-29-20-03,4
s.40e5d06b-c7bf-4b90-b9a1-3112716fd800.txt,334668844,3,The group is close knit,3,3,4,6,2,1,6,6,6,6,5,5,Tx4OGZQS,2019-07-29-19-15,2019-07-29-19-16,1
s.5e68d4db-623b-433d-8065-113cfa3ced1b.txt,334668938,1,They came together or were united,4,4,5,4,4,4,4,4,7,7,6,5,bN28cc6M,2019-07-29-19-16,2019-07-29-19-17,1
s.56674888-80db-4960-8bcc-0416048229de.txt,334669066,2,"Whatever they're saying about the group is probably not too positive, definitely leaning towards negative.",1,1,5,6,1,1,6,5,3,4,6,4,OUJHkG3y,2019-07-29-19-37,2019-07-29-19-38,1
s.0c50d1b5-6e03-428b-9a10-a5a907c56daf.txt,334668792,2,I think there explaining the size or scope of something they're planning to achieve,4,4,2,2,4,4,4,4,6,5,5,4,Yk7OWK4J,2019-07-29-20-27,2019-07-29-20-32,5
s.851cf6d6-ac17-4133-b4fd-d87bf7d28022.txt,334669066,2,"",1,1,1,1,1,1,1,1,1,1,1,1,d5U28d9p,2019-07-09-17-34,2019-07-09-17-35,1
s.221a8cbb-01ec-41f5-96a4-da1efe604000.txt,334668766,3,this group should be moved by us preferably the instant we are talking about them,3,4,6,7,1,1,7,7,2,4,7,2,AcZhkx9W,2019-07-29-20-25,2019-07-29-20-28,3
s.26bb0114-a4da-4e1e-8d5d-7145bb732e5e.txt,334669043,2,"","","","","","","","","","","","","","",2019-07-29-19-24,"",""
s.302ffb3d-ebc4-4600-a6e9-b21bdbcd2916.txt,334668817,1,speaker is probably saying that the said group is united like a rope and does not break,6,6,2,2,3,3,6,2,7,6,6,5,ZeuEWujq,2019-07-29-19-34,2019-07-29-19-37,3
s.7275f27e-414a-46d2-8fc6-9a5d6fb38023.txt,334669066,3,"","","","","","","","","","","","","","",2019-07-29-21-12,"",""
s.adadc1ce-446e-434a-be18-a621ef617f88.txt,334668817,1,The group is discussion the push and pull of personalities.,3,3,3,3,4,4,4,4,4,4,5,5,peBMYQ9w,2019-07-29-19-15,2019-07-29-19-16,1
s.af5cae83-85bb-4de0-b357-fe2d9f9a63f4.txt,334668938,3,to cut it out,3,3,6,5,3,3,3,5,2,3,6,3,xfSNHwhg,2019-07-29-19-34,2019-07-29-19-35,1
s.17d04d22-e43d-4d38-9332-d725c5b7908d.txt,334668938,2,They are sitting on top of something.,5,5,2,1,4,3,3,1,5,2,6,5,bVTmJHBn,2019-07-29-19-24,2019-07-29-19-25,1
s.2280997f-1f58-45ec-9a4a-08a86e9d6a78.txt,334668766,2,"","","","","","","","","","","","","","",2019-07-29-19-32,"",""
s.c7f95437-554c-4ac2-9e58-06b42fc1792c.txt,334668938,2,something about bringing something together.,6,5,7,6,2,2,2,1,2,3,4,4,FNXUwCDA,2019-07-29-20-47,2019-07-29-20-48,1
s.b337efa6-5f3d-4c09-9fd9-d0492da8c18e.txt,334668728,1,"","","","","","","","","","","","","","",2019-07-29-19-57,"",""
s.ccfbf122-252e-491e-a6cf-b10009438111.txt,334669066,2,They are together,7,6,1,1,4,4,4,1,7,6,4,4,PppJP4s8,2019-07-29-19-52,2019-07-29-19-54,2
s.bad1da04-7326-4779-b752-bf201ce1d89b.txt,334668913,3,they clash,7,1,7,7,1,1,1,7,1,1,1,1,bOMcm9K7,2019-07-29-19-09,2019-07-29-19-10,1
s.e75481ef-fe91-4b3e-a837-d895696d1345.txt,334668728,3,"The group should be split in half, with one group handling one task",6,6,2,3,3,3,5,5,6,6,6,6,hhOWPPyC,2019-07-29-19-11,2019-07-29-19-13,2
s.3b12d278-5724-4fd0-b307-6d7e028ee694.txt,334668728,2,The speaker is talking about the group moving from here to there. ,6,6,1,2,6,6,6,6,2,5,6,6,JLH5uVEv,2019-07-29-20-01,2019-07-29-20-04,3
s.ac37e2d6-14b6-49fe-8fe1-08d9e475f122.txt,334668938,3,It would be a good idea if everyone came together at the same time.,6,6,2,2,2,4,4,4,6,6,2,2,YBDwNkSv,2019-07-29-19-33,2019-07-29-19-35,2
s.433a9436-0fd6-476e-bbe9-37451876338f.txt,334668989,1,The group needs to come together and work as a team to complete our task,6,6,5,2,2,2,2,5,7,5,5,6,QqU9xX7f,2019-07-29-20-45,2019-07-29-20-50,5
s.d87b5aa5-d5a7-4ba4-9692-9c351ac18c44.txt,334668844,1,The group of people is getting arrested and handcuffed.,4,4,6,5,3,4,6,7,4,5,6,6,WpZ4GZKA,2019-07-29-20-53,2019-07-29-20-55,2
s.ca2862fe-07b2-4b0d-b362-b5f9bf6f1351.txt,334668883,3,The sound is not working and the only thing i can see is a guy moving his hands back and forth,"","","","","","","","","","","","","",2019-07-29-19-14,"",""
s.b90bfe65-a3d0-4017-b127-51c5c6b79d41.txt,334668844,2,"","","","","","","","","","","","","","",2019-07-29-19-21,"",""
s.aa0370ad-6670-423d-b05d-37b3324394ff.txt,334668883,2,"I think they are saying something about give and take,",6,5,5,5,4,4,5,4,6,5,3,4,WdTCjLwC,2019-07-29-20-37,2019-07-29-20-39,2
s.98d95762-58d6-4b6a-83d0-f303b8a98f81.txt,334668938,1,"It seems like she is using sign language, maybe saying that the group is close together ","","","","","","","","","","","","","",2019-07-29-19-41,"",""
s.9f8c8c13-9549-4ded-a70f-3d564d4f68e2.txt,334669043,2,"","","","","","","","","","","","","","",2019-07-29-19-10,"",""
s.b92dcb17-5015-4eb5-b4ea-789cae337d99.txt,334668989,3,"","","","","","","","","","","","","","",2019-07-29-18-14,"",""
s.10a192bc-953f-466e-8adf-02636dcf54bb.txt,334668792,2,The group will need to move from its current location to a new location.,4,6,3,4,4,3,5,6,5,5,6,6,UGChD9fq,2019-07-29-20-05,2019-07-29-20-07,2
s.e0c37945-86d6-4dd4-b1f1-06bfbdb4a770.txt,334668792,1,big group,"","","","","","","","","","","","","",2019-07-29-21-01,"",""
s.68dc10d7-4b8f-45ea-8696-b7744f9c06f4.txt,334668968,3,The speaker is referencing a conflict between the two groups.,"","","","","","","","","","","","","",2019-07-29-19-35,"",""
s.27336297-becd-49ae-9c6f-e501c52a2cfe.txt,334668844,1,The people in the group are very different it is like comparing apples to oranges.,7,7,4,6,3,3,4,6,6,4,5,2,SLZsQMgf,2019-07-29-19-10,2019-07-29-19-14,4
s.53f57912-fd85-498d-9756-a0eb1327a1a4.txt,334668817,2,"",6,7,6,5,7,7,7,5,6,5,6,6,HS3vfquX,2019-07-29-19-09,2019-07-29-19-11,2
s.79bd2142-3fc3-4a8d-8f9a-a03da6639cb2.txt,334668766,1,"","","","","","","","","","","","","","",2019-07-29-19-14,"",""
s.380f08ec-00c1-480a-b5a4-a67f25be3807.txt,334668989,1,They are saying that the group is very tight-knit and close.,4,4,2,2,4,3,5,3,6,6,6,5,gzgJ85eE,2019-07-29-20-33,2019-07-29-20-35,2
s.c582ea70-16e3-4fef-b7d0-997cfb1f0fb8.txt,334668938,3,may be group staying in single place,6,7,5,5,6,4,6,3,7,6,7,7,AK4hr2h8,2019-07-29-20-20,2019-07-29-20-23,3
s.8983ff08-ff2b-4447-9751-3cc8565493dc.txt,334668844,1,The group is grabbing on to whats being said,6,7,5,4,4,4,5,6,6,6,6,5,Ln5TJFNT,2019-07-29-19-47,2019-07-29-19-48,1
s.f140da60-26ab-48e8-acf4-1d557d0312ff.txt,334668844,3,"","","","","","","","","","","","","","",2019-07-29-19-10,"",""
s.09e2f5e2-a949-4789-9d65-e6fb463d06fd.txt,334668938,2,"I think they are saying that the group of people who were divided, came together.",5,5,5,3,4,4,4,4,6,6,5,5,sL3VFvry,2019-07-29-20-07,2019-07-29-20-09,2
s.d017f0e1-60a6-4077-96ae-95d2635c3681.txt,334669066,2,This is a close group of people who like to come together to accomplish things.,5,5,1,1,6,6,1,1,7,6,6,6,nhzdLSSx,2019-07-29-20-12,2019-07-29-20-14,2
s.179ee21a-62b9-4d1e-aa3f-55d880b11a07.txt,334669043,2,Join me/Come with,7,3,5,5,3,2,3,2,6,6,5,5,sqPpZ6g9,2019-07-29-19-09,2019-07-29-19-10,1
s.9b6ce15d-6780-4abc-bc54-165faa16ff0a.txt,334668989,1,"","","","","","","","","","","","","","",2019-07-29-19-55,"",""
s.71fff561-6714-4e6f-ab2c-70b98b0b1a77.txt,334668817,2,They are explaining how to use a device or a piece of equipment that you have to pull,5,4,3,3,5,5,4,4,6,6,5,5,y3v3gNMd,2019-07-29-19-55,2019-07-29-19-56,1
s.8563668c-b8d4-4798-a3ea-a49e827dce5e.txt,334668844,1,"","","","","","","","","","","","","","",2019-07-29-19-10,"",""
s.38befa6d-3b05-47ab-a071-8943555748c0.txt,334668883,3,comparing and contrasting two things that may be similar or different,6,6,4,4,5,5,4,5,6,6,4,6,EcnjAc3t,2019-07-29-20-26,2019-07-29-20-29,3
s.751d160a-d89a-4e87-b072-ff75f728d666.txt,334668968,1,This group is finished,4,4,6,6,2,4,4,4,3,4,3,4,QzfjMZjg,2019-07-29-19-44,2019-07-29-19-47,3
s.af9a6b64-a6dc-4b4e-9d4b-9ff4b2a90a91.txt,334668913,1,"They are not getting along, or ""bumping"" heads or having conflict?",3,3,6,6,3,3,3,3,3,3,5,4,Byt7SRut,2019-07-29-19-12,2019-07-29-19-17,5
s.d3ddf435-f8f3-4da5-a93c-14bec4a05bb9.txt,334668766,2,They keep themselves separate from another group. The way she moves her hands is like she is delineating the separateness of the 2.,5,5,3,5,3,3,4,4,5,6,5,6,4mr3Fcs8,2019-07-29-19-51,2019-07-29-19-53,2
s.3327696b-f5a4-4dbd-9a29-7937339c2c6f.txt,334669066,2,I really think we need to come together on this one.,6,6,6,5,4,1,1,2,6,6,2,3,3ZuxGkmv,2019-07-29-18-58,2019-07-29-18-59,1
s.ec22ced4-2d29-4e70-bb23-8cd1fd82d676.txt,334669043,1,"The hand gesture seems to be referencing the group, or ""together"", maybe? If that's the case, they're probably saying something along the lines of how important working as a group is or something like that.",4,4,5,5,4,3,2,3,6,6,4,4,6phmjKYn,2019-07-29-20-21,2019-07-29-20-24,3
s.b600f284-5ab3-4450-a133-a143e19c1e3c.txt,334668766,2,"","","","","","","","","","","","","","",2019-07-29-21-01,"",""
s.5e9bea97-bf78-4105-ae50-e4988c8f13be.txt,334669043,3,I belong to that group.,1,6,1,1,6,6,4,2,7,7,6,6,bV6LgL4F,2019-07-29-19-22,2019-07-29-19-23,1
s.26a29fea-8f67-4750-826c-235454e558f7.txt,334668938,2,have fun,4,4,4,4,4,5,5,4,5,4,4,4,5HCCcdt3,2019-07-29-19-22,2019-07-29-19-23,1
s.b7c04398-ff54-4d6c-b4ee-9da4b173c660.txt,334668728,1,The group of people need to move from here to there,5,4,4,5,4,2,4,5,4,4,3,4,RYCzsxSG,2019-07-29-19-32,2019-07-29-19-35,3
s.decd967b-9a6e-4fbd-8dcc-37a771019f75.txt,334668766,3,I think he is saying the group should move something or themselves to the left of the room.,6,5,3,3,4,4,4,3,6,5,4,5,zGULkMrV,2019-07-29-19-15,2019-07-29-19-19,4
s.985f9434-7bf7-48a5-89b2-c2db7e85588c.txt,334668883,2,"","","","","","","","","","","","","","",2019-07-29-19-45,"",""
s.efb87acf-fce0-4885-8abf-c7d981ae36a2.txt,334668844,3,The group often encounters conflict when working together. ,5,5,5,5,2,3,4,4,4,3,3,2,n94aUNSb,2019-07-29-19-09,2019-07-29-19-11,2
s.dd91f092-6948-4c97-bf9c-ab7615cd8038.txt,334668728,3,Move here,6,6,3,4,4,4,5,5,4,4,4,4,HuTKGGZs,2019-07-29-19-20,2019-07-29-19-22,2
s.92d25c9f-5e39-4377-ba4f-8c354cfeee93.txt,334668938,2,"The group likes to come together, even from far away places",3,6,4,2,3,3,5,5,6,7,6,6,MjyBHstO,2019-07-29-20-53,2019-07-29-20-55,2
s.a96e7726-aeac-4d65-8cfc-0a57b4783a0b.txt,334668883,2,this or that,3,3,5,3,3,3,3,2,5,3,6,5,XBkHPeqP,2019-07-29-19-45,2019-07-29-19-46,1
s.74a0cdde-8d3e-4db8-96a0-1d514e64881d.txt,334668766,2,ONE PERSON HE TURNED THE HAND LEFT SIDE AND AT THE SAME TIMING TURNED RIGHT SIDE.,3,3,4,3,4,7,5,4,6,5,5,6,Xy7YyARU,2019-07-29-19-44,2019-07-29-19-48,4
s.239c8f05-fa24-41f4-abc2-dfc90f26df06.txt,334669043,1,need ,4,3,3,2,3,3,2,2,6,3,2,5,FOa4hKgz,2019-07-29-20-07,2019-07-29-20-07,0
s.ae3e718d-0321-46ae-95f7-2b12f651549d.txt,334668913,2,I believe they are saying it is a small group of calm people that are either standing calmly or sitting down,2,2,1,1,2,2,7,5,6,5,6,6,UqsVE4ZC,2019-07-29-20-35,2019-07-29-20-36,1
s.55a7f485-300b-48a8-8c5b-6c13b28f3d89.txt,334668766,1,That they moved or they need to move over there,6,6,4,3,4,5,5,7,5,5,6,6,BkzDNKy6,2019-07-29-19-10,2019-07-29-19-12,2
s.b3b1b8b5-ffde-4c06-8021-b8d23401b022.txt,334668766,1,"I would think that he is diving the groups apart - ""this group and this group""",6,6,5,6,4,4,4,5,4,4,4,6,6hk7wD2G,2019-07-29-19-10,2019-07-29-19-12,2
s.2875efaf-6b33-4058-b59f-fbf16de373b6.txt,334668913,3,I think she i asking the group to quiet down.,4,4,4,4,4,4,4,4,4,4,4,4,pc8sYHRv,2019-07-29-19-12,2019-07-29-19-13,1
s.22b27ecf-ad33-4554-9d57-7e5e773998dc.txt,334669043,2,The speaker is asking the group of people to move in closer.,7,4,2,3,5,4,6,6,7,7,5,6,fv4MFqZs,2019-07-29-19-34,2019-07-29-19-36,2
s.a1b439a3-c88e-4ec3-9075-37a34c40c916.txt,334668817,1,The relationships amoung the group of people,2,2,2,2,6,6,6,2,6,7,6,4,k4TgHrmB,2019-07-29-20-51,2019-07-29-20-54,3
s.7de6c094-1cc2-42c9-9e5f-0bb01388b413.txt,334668913,1,They are together this group of people,6,6,6,2,6,2,6,6,6,6,6,6,E5g5H8qO,2019-07-29-19-27,2019-07-29-19-29,2
s.b52df2c9-5c09-4a80-9857-7ad7040b9165.txt,334668913,3,That they group acts like a bunch of seals.,5,5,6,6,3,2,6,6,5,6,5,2,QEW6s3c4,2019-07-29-19-10,2019-07-29-19-11,1
s.938640a6-4dc5-4feb-8ed9-372c465557d6.txt,334668728,2,can.t Understand.,5,6,6,5,5,6,6,6,7,7,6,6,QQ7krU5V,2019-07-29-19-34,2019-07-29-19-36,2
s.497d7e75-597a-4d98-b4fb-53da4ff0ccda.txt,334669043,3,Hold on each other and stay together.,6,6,4,4,4,2,4,4,6,6,5,5,LNaQASrS,2019-07-29-20-24,2019-07-29-20-27,3
s.9a668b52-e4fd-4be5-a948-70913bd1907a.txt,334668817,2,Moving or pulling something,4,4,5,1,1,1,4,1,1,1,4,1,yhwFfJJz,2019-07-29-19-19,2019-07-29-19-21,2
s.e984a78a-7920-4474-bc87-51d9d70aa2c8.txt,334668817,3,"They need to try harder, pull through, stay together or apply more pressure.",2,3,5,4,3,2,6,7,6,7,3,5,pGpGV7qD,2019-07-29-19-15,2019-07-29-19-17,2
s.60c88f6b-ff1f-4bf5-9290-1d0203b2ccd6.txt,334668883,2,To me it appears that the speaker is suggesting that the group just kept going back and forth.,5,5,6,5,3,3,3,3,3,3,6,3,6y46Tsju,2019-07-29-19-12,2019-07-29-19-14,2
s.39a16495-eeeb-4481-909d-078fe17534b9.txt,334668817,1,"","","","","","","","","","","","","","",2019-07-29-19-11,"",""
s.bcc76735-d9f6-46e8-903e-3cbf7143d891.txt,334669066,2,"Pair, togetherness, join, welcome, fellowship, love, together, connect, unite , combine",4,4,5,3,1,1,1,4,7,4,4,3,8O4mTmyY,2019-07-29-19-23,2019-07-29-19-27,4
s.2be65dbc-67ca-4c54-a7c6-fb97b2c1db67.txt,334668913,2,It appears that the speaker is indicating either closeness of butting of heads.,6,6,5,4,4,4,5,2,5,5,5,6,JscdWrBC,2019-07-29-19-46,2019-07-29-19-50,4
s.7216f0e9-6be1-4aaf-954b-b5a55647ba98.txt,334668938,2,The group is like a animal,5,5,3,6,3,4,3,3,6,6,6,5,RshNFnL9,2019-07-29-19-18,2019-07-29-19-19,1
s.69190394-904e-48cc-a53c-a4afc7ff4250.txt,334669043,2,"","","","","","","","","","","","","","",2019-07-29-19-10,"",""
s.c5e5332e-af39-4875-a0e8-cf0bb322c37d.txt,334669066,1,We all must unite and come together if we want to stand as one. ,6,6,4,3,4,4,4,6,5,6,5,5,3Dzu4YLu,2019-07-29-19-17,2019-07-29-19-19,2
s.24110b3c-4cdf-4a66-93a2-f4e6362cb192.txt,334668844,2,"","","","","","","","","","","","","","",2019-07-29-20-23,"",""
s.aa5e2f83-8755-44f9-9d3a-8bfce63e6eaf.txt,334668728,3,"","","","","","","","","","","","","","",2019-07-29-19-34,"",""
s.d3868d8f-9eb2-474c-8b1f-7a6fb4456f5b.txt,334668989,1,I think the speaker is talking to the group about seizing an opportunity and not letting it slip through their fingers.,4,5,3,2,5,4,3,4,5,6,5,4,SxjsEc7C,2019-07-29-19-53,2019-07-29-19-55,2
s.9a86d799-2fed-468d-9333-750916440ee7.txt,334668989,1,"","","","","","","","","","","","","","",2019-07-29-19-04,"",""
s.b9fa231e-5c86-459d-b388-beeb83cf4745.txt,334668913,2,There is no audio and I do not know sign language.,"","","","","","","","","","","","","",2019-07-29-19-48,"",""
s.4c6acc31-eb88-4b14-86b6-fa0274fc805e.txt,334668913,1,"","","","","","","","","","","","","","",2019-07-29-20-08,"",""
s.c7ece809-7d89-4671-84a0-d0a699f2bfd9.txt,334668968,1,"the group should come together, to unify.",4,4,6,6,4,4,1,4,3,6,4,4,MrmAJnKw,2019-07-29-19-57,2019-07-29-19-59,2
s.a7a45d51-cb5c-44eb-aa21-5e5d28886c59.txt,334668728,1,"The speaker could be talking about group division, stating this group is over here",7,7,5,2,3,5,4,4,6,6,4,4,mvLzrvfc,2019-07-29-19-45,2019-07-29-19-48,3
s.da1fc545-0fe4-4d4f-a0f5-32f2c88fe74b.txt,334668913,1,I think this person is saying that this group doesn't get along well and there is a lot of friction and disagreement between the members.,6,5,6,6,3,3,2,3,2,2,2,2,GXNU8zzq,2019-07-29-19-39,2019-07-29-19-40,1
s.5942b3cf-fcea-43a6-9896-ead1d019f3c4.txt,334668792,1,Speaker is referring to the group as a whole like a broad stroke.,7,6,2,4,4,4,3,4,4,4,5,4,r6xaEBAz,2019-07-29-19-09,2019-07-29-19-11,2
s.3e33219c-cb65-4588-b751-a36ade5d76ae.txt,334668968,3,"they came together, or they had a meeting, agreed on something, or came to an understanding.",4,4,3,3,4,4,4,2,6,6,4,5,ZC8EgGrF,2019-07-29-19-14,2019-07-29-19-15,1
s.cc28ea52-6cc2-4a89-a9c7-e7e84a235a03.txt,334668792,1,It's a big group.,6,7,2,2,3,6,4,1,7,7,7,7,bxfZS9wy,2019-07-29-19-12,2019-07-29-19-13,1
s.50b19922-2c9e-40de-96b1-7f6e1a0076f6.txt,334668938,1,"I think they said ""the whole group""",4,4,2,3,3,2,5,2,5,6,4,4,SWFuANdY,2019-07-29-20-32,2019-07-29-20-33,1
s.caffed11-4a6c-429c-afb5-7dc07fe43e79.txt,334668844,1,tight knit,2,2,1,1,2,2,6,6,7,6,6,6,LMpyeuzA,2019-07-29-19-20,2019-07-29-19-21,1
s.9fbfa05d-c2eb-46d2-b454-02b84148b9e2.txt,334668938,1,They are similar,5,5,3,4,2,2,5,2,4,6,4,4,UajMtkUu,2019-07-29-19-59,2019-07-29-20-00,1
s.cb4109c4-2a87-4819-a58d-7252cc659e5a.txt,334668844,2,Emphasis on the group being a team.,4,4,6,5,2,2,3,2,3,3,6,3,mJxq8APT,2019-07-29-20-19,2019-07-29-20-22,3
s.1ae5d0bf-b12d-478c-84b0-f6e80a6fde4e.txt,334668728,3,The group relocated to another spot.,5,5,3,4,4,4,4,5,6,6,5,6,L4xPuAt5,2019-07-29-20-39,2019-07-29-20-41,2
s.ab8eae82-b125-4c0d-aed2-a98a37bd7de7.txt,334668766,1,move things from one place to another,1,1,5,3,2,4,6,6,4,4,3,5,wzdHZPHL,2019-07-29-20-02,2019-07-29-20-04,2
s.9b7710e6-b748-4a58-870a-890aed71b671.txt,334668844,3,"I think that the speaker is talking about exchanging something with the group, be it money or a good.","","","","","","","","","","","","","",2019-07-29-20-00,"",""
s.2c434ad3-0712-406b-a765-0acac7d82a4e.txt,334668938,3,sign language,2,4,3,3,2,6,7,6,3,4,3,4,8gDXMWcK,2019-07-29-19-09,2019-07-29-19-11,2
s.8c937766-fa1c-481c-901b-0984bafe1c53.txt,334668817,1,It like ask for paying cash,4,4,3,3,3,3,3,4,4,5,4,4,LUG7seK6,2019-07-29-20-50,2019-07-29-20-52,2
s.f9c07d36-a04b-40d0-89eb-eefe4fc76cdc.txt,334668792,1,"""They live all over the place""","","","","","","","","","","","","","",2019-07-29-21-02,"",""
s.042c68fe-3e92-4fa9-8b73-b5a4eb2363e8.txt,334668913,3,THE GROUP OF PEOPLE ARE COMING TO AN IMPASS IN A CONVERSATION,6,6,7,6,3,3,3,4,4,5,5,5,eA4dZ3uv,2019-07-29-20-16,2019-07-29-20-18,2
s.824f7e64-2559-4193-8a1f-54bb5e5339cf.txt,334668938,2,I think they are saying that there is a group of people agreeing on a topic or coming together.,6,6,2,1,4,5,4,2,6,6,5,6,TZ5fSsJR,2019-07-29-19-23,2019-07-29-19-24,1
s.2f023b6f-ccc9-4318-a04c-05a2e48aafa2.txt,334668989,3,"Saying the group is close in relationship and is about to come together, maybe to reach a common goal.",5,5,5,2,3,3,6,4,6,6,5,6,sLLvANdw,2019-07-29-20-07,2019-07-29-20-09,2
s.bda2f2a9-4b34-40d1-a8bf-7e30f03fe275.txt,334668968,2,That they are being too loud and need to lower their volume,6,7,2,6,3,3,5,6,6,7,6,7,aEupHOj2,2019-07-29-19-15,2019-07-29-19-17,2
s.2096b02c-60e8-4df6-8404-4ba54c43d343.txt,334668913,3,They always do what they're told and act the same way.,6,5,7,7,2,1,6,7,6,6,2,2,Y5349zXr,2019-07-29-19-35,2019-07-29-19-38,3
s.bc4feac0-ad93-4dc3-a7ae-8d7d46f163a6.txt,334668938,3,"They are covered or protected by something. Her movements suggest that something is covering the group, like a blanket or a forcefield.",4,4,5,5,2,2,6,6,5,5,3,3,8J6SyAdv,2019-07-29-19-53,2019-07-29-19-55,2
s.71b4b317-c505-47a4-90ef-0ae35c7f5cfb.txt,334669043,1,"They look like they are saying something about coming together. maybe that they need to work together better as a team, or on the other side complimenting them for working so well together",5,5,4,6,4,4,4,4,4,5,3,5,Gh7AsXCC,2019-07-29-19-54,2019-07-29-19-56,2
s.efcf2198-bf3e-4072-a513-2dc3de95c0ed.txt,334668938,3,"","","","","","","","","","","","","","",2019-07-29-19-58,"",""
