participant,vidlink:1,chooserandom:1,main_survey_free_response:1,main_survey_scale:1,main_survey_scale:2,main_survey_scale:3,main_survey_scale:4,main_survey_scale:5,main_survey_scale:6,main_survey_scale:7,main_survey_scale:8,main_survey_scale:9,main_survey_scale:10,main_survey_scale:11,main_survey_scale:12,endcode,TIME_start,TIME_end,TIME_total
s.c5f725c7-76be-4aac-9f21-aec82e8e7838.txt,334666125,3,About the group coming or working together in unity for a cause.,4,4,1,1,7,7,4,4,7,7,7,7,Ce5Eh5he,2019-07-04-15-35,2019-07-04-15-37,2
s.b7f0a054-5a99-47b2-96e2-df235e86c715.txt,334666350,2,"","","","","","","","","","","","","","",2019-07-04-15-35,"",""
s.f09caf75-79dd-4812-87ff-9c21a08dc23d.txt,334666125,1,they came together for the cause that they are working on as a team,4,4,2,3,4,5,3,4,6,6,6,6,UsVjMTea,2019-07-04-14-43,2019-07-04-14-45,2
s.ca33bba7-b7e7-43a5-913b-c5a3bf534330.txt,334666100,3,"","","","","","","","","","","","","","",2019-07-04-15-25,"",""
s.bee854f0-59f4-4314-afae-bd99e4ea6426.txt,334666395,2,The speaker is trying to imply that whatever they are talking about applies to the entire group or are referring to the group in some way.,6,6,3,3,4,3,4,3,5,6,4,4,A9PJX8R5,2019-07-04-15-24,2019-07-04-15-25,1
s.7e56b968-3128-4ac3-833a-b30c37119982.txt,334666395,2,"The group being talked to does not have a positive opinion, and the speaker is trying to redirect their thoughts to having a more open mind.",5,5,6,6,4,4,5,4,2,4,4,2,PWAYcHHC,2019-07-04-15-24,2019-07-04-15-26,2
s.a4510b6a-aecb-4eae-b6e3-b3099ce725d1.txt,334666100,3,That the group is very giving.,3,4,3,3,5,5,3,2,6,6,5,4,sFNmrUGK,2019-07-04-15-39,2019-07-04-15-41,2
s.20e972be-b82d-4be1-a703-dbc4345891d8.txt,334666395,3,The speaker is saying that everyone in the group are equal.,4,4,5,3,5,4,4,4,4,4,3,5,Yk4MkUpP,2019-07-04-15-38,2019-07-04-15-40,2
s.a36a6f6b-8517-4774-955c-a21a472ef5df.txt,334666100,2,man,5,6,7,2,5,5,1,7,5,7,4,5,HjYDMgCr,2019-07-04-15-24,2019-07-04-15-29,5
s.9b21590d-f23f-4b5d-9b08-7f8997f88bbc.txt,334666150,2,Trying to show things coming together to form one group or offering it to somebody,6,5,1,1,7,6,1,7,6,6,5,7,PFw28kmE,2019-07-04-15-33,2019-07-04-15-34,1
s.2892bbd2-33fc-4750-9a8c-84890ccc1ba0.txt,334666100,1,They are saying that this group of people gives something back to thier community.,6,5,2,3,4,5,4,4,7,6,6,6,2TS87rWs,2019-07-04-15-42,2019-07-04-15-45,3
s.1521caf6-d114-4578-896d-7cf836945d1a.txt,334666350,2,The group is cooperative and supportive.  The group works well together.,4,4,1,1,7,7,1,1,7,7,7,7,3HW8Qz3G,2019-07-04-15-24,2019-07-04-15-27,3
s.4f371265-8c30-4e7a-a81a-20f0550df60f.txt,334666369,2,shes saying that everyone's opinion is very wrong at the current time.,5,6,6,5,2,3,5,4,6,5,3,5,KzQE5SYt,2019-07-04-15-35,2019-07-04-15-37,2
s.ecf8982f-03f8-4ffc-ac48-c2368032bc92.txt,334666350,3,That they are fat.,6,6,3,3,2,4,3,5,6,2,4,2,pqMZytXX,2019-07-04-15-30,2019-07-04-15-32,2
s.ef10d819-60ec-480d-9bf2-043e2d6231f4.txt,334666150,1,they are kind,1,1,1,1,1,1,1,1,1,4,1,1,fwkOVpdr,2019-07-04-15-39,2019-07-04-15-40,1
s.8a5ed02b-2218-4ce6-93f6-bb0edcb1c452.txt,334666150,3,Book stores,4,6,7,7,6,6,7,5,5,6,5,6,bQMOWL72,2019-07-04-15-33,2019-07-04-15-34,1
s.5872a156-dd7d-4eaf-9b89-2d98d155430e.txt,334666350,2,We have a large group here full of diversity.,7,6,5,5,7,6,4,4,5,6,4,6,rGeBVGPp,2019-07-04-15-24,2019-07-04-15-26,2
s.c1f80e9e-a1a2-4725-90e4-0fb53f534eb7.txt,334666150,2,Giving them something,4,4,3,3,4,4,4,4,4,4,5,5,TVyaVrAD,2019-07-04-15-35,2019-07-04-15-36,1
s.e86c2874-207d-4f0f-beef-19bed3a4c5ad.txt,334666150,2,They are saying that the group should work together and share in the profits of the business and that they are all a team.,7,7,3,3,3,1,5,5,7,7,6,5,B8arjtvf,2019-07-04-14-45,2019-07-04-14-47,2
s.d18f2c97-a4cb-4e54-b208-a32a9d5e8b87.txt,334666125,3,That they should put their hands together,6,6,5,6,6,5,6,5,5,5,5,6,NXSWp7hS,2019-07-04-15-27,2019-07-04-15-29,2
s.c59bd143-efe2-4195-a7c6-11cfd0c20a6e.txt,334666395,3,I think the speaker in this video was telling the group about how a specific task or activity looks like when it is finished. ,3,3,2,3,6,5,6,6,7,6,4,2,8Hu3CQTy,2019-07-04-15-24,2019-07-04-15-26,2
s.b7d3d46e-8a78-44b1-8b84-efabaf7edea9.txt,334666125,3,i think the person is talking about something coming together and that is why they moved their hands together like this,4,4,3,3,5,5,6,2,6,6,6,5,ejjFg3EM,2019-07-04-15-41,2019-07-04-15-43,2
s.697e1073-6fc0-4531-8106-f9e624b63352.txt,334666125,3,"","","","","","","","","","","","","","",2019-07-04-15-34,"",""
s.6576fa7e-26d5-4fd9-84b2-d961116d09ad.txt,334666150,2,"","","","","","","","","","","","","","",2019-07-04-15-31,"",""
s.ae6562f8-86b4-40e5-b5f9-e478b06e1c3b.txt,334666350,2,"close minded, a unit, broad minded, close knitted, inclusive,cohesive, moderate, ",5,3,3,3,3,5,5,2,5,5,3,5,8pnYYw87,2019-07-04-15-32,2019-07-04-15-37,5
s.d7139f55-eda7-473b-8586-fff4a651cf39.txt,334666395,1,They are saying that two or several things are more or less equivalent,"","","","","","","","","","","","","",2019-07-04-15-38,"",""
s.efb3ac25-1980-4fee-9b45-244eed0d5b21.txt,334666395,3,"","","","","","","","","","","","","","",2019-07-04-15-25,"",""
s.992e0cdb-2b5b-4129-948c-e516214af20f.txt,334666395,3,"The group of people are all the same or equal, no one is advantaged or different from another ",4,4,3,3,3,4,4,4,4,7,5,4,BBS3JdaP,2019-07-04-15-39,2019-07-04-15-42,3
s.87a431a3-b4d4-4c4b-a73b-3754e3fcbdbd.txt,334666395,2,they are talking about what should aNd shouldn't be done in a crowd,2,1,2,3,3,2,6,7,1,4,4,5,zyFgUuJw,2019-07-04-15-24,2019-07-04-15-25,1
s.4ce2342e-462d-44b9-9849-a2c569939abd.txt,334666369,2,"","","","","","","","","","","","","","",2019-07-04-15-25,"",""
s.6ea3642b-6c6a-4378-8186-e9c4a74c5c97.txt,334666395,1,"Telling them about how to move along, explaining a situation ",5,4,1,3,5,2,6,4,5,5,7,5,b8cfr4wc,2019-07-04-15-42,2019-07-04-15-44,2
s.ebccd429-b96a-42c6-a7ae-ba1362f5c4f0.txt,334666100,3,the group is generous and like to give away stuff,5,6,4,2,7,5,2,2,5,5,4,6,8nR6VUz5,2019-07-04-15-35,2019-07-04-15-38,3
s.3ca97b5c-ba2e-4cae-8512-d7402e23246e.txt,334666150,1,"","","","","","","","","","","","","","",2019-07-04-15-27,"",""
s.680a43a9-5af0-4842-a707-ccc36805324b.txt,334666369,2,"the person in this video is telling like "" Thanks a lot"" as big thing to people",5,4,5,6,4,6,5,4,4,5,6,6,8N97mGHk,2019-07-04-14-48,2019-07-04-14-54,6
s.96b94834-6ece-4cf3-9751-864556be1a24.txt,334666125,1,vimeo,5,4,5,4,4,4,4,5,4,4,5,5,gKeqLBLe,2019-07-04-14-44,2019-07-04-14-45,1
s.34962e32-c80f-4c09-a9d2-20933f14c003.txt,334666350,2,I think that they are praising the group for their patience so far.,7,7,7,7,7,7,7,7,7,7,7,7,PgRqXO5H,2019-07-04-15-33,2019-07-04-15-33,0
s.a19ca448-4280-45eb-bffd-7fce3cb4134a.txt,334666125,2,They might be saying that the group needs to be more generous with the needy.,3,3,2,2,6,5,2,1,6,5,2,2,cYN8upgf,2019-07-04-15-31,2019-07-04-15-32,1
s.bec90184-f513-4ae5-9740-3bca98010b3f.txt,334666100,1,They are irritated and pointing something out that’s negative about this group. ,4,5,7,7,2,2,5,6,2,3,5,4,6XEZySz2,2019-07-04-15-31,2019-07-04-15-34,3
s.c7f2fffe-4989-405f-86d5-5dc6b6cb9b80.txt,334666150,3,SHOWING THE HAND,5,5,7,7,3,7,6,4,6,6,6,5,JzS9tDKz,2019-07-04-14-55,2019-07-04-14-56,1
s.e54e2cd2-874d-4362-bc7b-6419eaa5fc0e.txt,334666350,2,"","","","","","","","","","","","","","",2019-07-04-15-33,"",""
s.e9f960a3-9723-4009-9f41-5d65f501492e.txt,334666350,3,"","","","","","","","","","","","","","",2019-07-04-15-27,"",""
s.da2f26b7-3801-49e2-849f-07cc017a1a79.txt,334666150,3,"","","","","","","","","","","","","","",2019-07-04-14-50,"",""
s.6b7872fc-74f7-4178-9fb8-641d699b5ec0.txt,334666395,1,"","","","","","","","","","","","","","",2019-07-04-15-39,"",""
s.17c0be81-4272-4227-bd33-d9123a49ebdd.txt,334666369,2,They are saying it's a big and positive group.,7,7,1,1,6,6,3,4,7,6,6,6,r2NFbZZO,2019-07-04-15-23,2019-07-04-15-24,1
s.6dd08852-0a23-4f92-b10a-e413a2fdcc84.txt,334666395,2,"Now, within this group, members are divided into two main subgroups.",5,5,5,5,4,4,3,5,4,3,4,4,XDGeEWMw,2019-07-04-15-42,2019-07-04-15-45,3
s.802850df-1b79-4499-959b-27d2c6b4e71d.txt,334666125,3,PLEASE SAVE THE WATER,"","","","","","","","","","","","","",2019-07-04-14-43,"",""
s.4322da47-ae15-47d4-bc01-647a393c3d66.txt,334666100,1,It seems like they are exasperated with the group. Not 100% sure though,5,5,6,6,4,3,2,5,3,3,3,3,UWATaZ2e,2019-07-04-15-27,2019-07-04-15-29,2
s.a06ff87e-25f2-4940-8b99-e57156a23dae.txt,334666350,1,I want to thank you all for being here today,6,6,1,1,5,4,3,6,5,5,5,6,j5McPZsX,2019-07-04-15-25,2019-07-04-15-27,2
s.cd639862-9524-4ae7-89c6-b3063a0f4ec2.txt,334666150,2,I think she is asking someone for a snack and put her hands out to receive the snack,4,2,3,3,5,3,5,4,2,4,3,1,bKePNfae,2019-07-04-15-37,2019-07-04-15-38,1
s.a6b86a8e-18db-4420-b44d-0a97a7c9d93b.txt,334666100,1,i think he is saying if they need help just come to him and ask,4,7,7,7,6,4,7,1,7,4,4,7,7puNy9ez,2019-07-04-15-24,2019-07-04-15-29,5
s.3005dd4f-87d0-4f60-86f2-7ee028ece8ce.txt,334666350,2,It looks like they are explaning something funny about someone else,6,4,2,2,6,4,3,5,6,5,5,6,MwzvKUUD,2019-07-04-15-27,2019-07-04-15-29,2
s.e816d91f-d415-4844-8eb7-c6ed3bdd7b08.txt,334666350,3,They are loud and or annoying. While making hand motions to demonstrate,6,5,4,3,5,4,5,5,5,5,6,6,9U8xqPbO,2019-07-04-15-33,2019-07-04-15-36,3
s.1badd9be-92ef-43ee-a601-746ef3e381d8.txt,334666369,2,She seems to be welcoming the group and introducing herself. ,6,6,1,1,7,5,4,4,7,7,7,6,3QH9pTf9,2019-07-04-15-31,2019-07-04-15-33,2
s.519af1e3-1309-46ab-92e1-25a068c27fe1.txt,334666395,2,The group must spread out to do the task.,7,7,3,4,7,1,2,4,1,4,6,1,KpVtHrMp,2019-07-04-15-35,2019-07-04-15-37,2
s.cd2e44da-d884-4dc5-8b86-dd58f2379893.txt,334666350,3,i think she is saying this is a big world,4,4,1,1,6,4,1,4,6,4,6,6,Q98F9ZH2,2019-07-04-15-26,2019-07-04-15-29,3
s.30b504ff-6cbd-494e-9f82-0071d44b91ff.txt,334666350,3,I think they are saying something negative and belittling. They are making fun of the group.,5,5,4,2,4,3,5,4,4,4,3,4,Xd4wRDBX,2019-07-04-15-25,2019-07-04-15-27,2
s.b9f30c7b-acea-4f89-bbfe-9b3c8524c75b.txt,334666369,2,nothing to write,4,4,2,3,5,4,4,7,4,2,4,5,VEfsD3U7,2019-07-04-15-32,2019-07-04-15-33,1
s.b49b2de8-fd75-4fcc-bd7d-b2f9c34af55d.txt,334666350,2,She is describing how the group is not cohesive and can't get along or agree on anything no matter how hard they try.,6,6,6,7,4,3,2,2,1,3,2,2,xcphVCVW,2019-07-04-15-25,2019-07-04-15-26,1
s.cd12e2f7-dd12-4a3b-ada9-8e3c3ce0d70b.txt,334666150,3,"United, together, I think they are saying we are one group and we are here.",4,4,1,7,5,2,1,2,7,1,1,1,Okr3gvjV,2019-07-04-15-37,2019-07-04-15-39,2
s.d7feabec-c34c-4656-98c0-9b983490abcc.txt,334666100,3,I think they are saying something about giving something to the people based on the arm movement.,4,4,2,2,5,5,5,4,5,5,5,5,cekpE3TX,2019-07-04-14-44,2019-07-04-14-45,1
s.6e638b73-00e7-4ca4-9a15-2adffa2e4f13.txt,334666395,3,"","","","","","","","","","","","","","",2019-07-04-15-25,"",""
s.556cacf0-9596-4be1-b975-53f8a2360939.txt,334666125,3,They hope that the group can come together and work closely together. ,6,5,4,5,4,4,3,4,7,7,3,3,Y6OSPuwM,2019-07-04-14-48,2019-07-04-14-50,2
s.04233883-ba8e-44f9-9a26-7778d354a263.txt,334666100,3,They are pleading the group to give something back to the speaker ,4,4,5,5,4,4,4,5,3,4,4,4,vG4aeH2F,2019-07-04-15-26,2019-07-04-15-28,2
s.d221eaba-dae3-471d-bcce-a035a9aa036a.txt,334666150,1,To share this with you.,6,6,2,2,6,6,2,2,6,6,5,6,gPSmaQFO,2019-07-04-15-36,2019-07-04-15-37,1
s.535e1ac6-89f5-4248-ac10-aaad4e06220b.txt,334666350,2,"She is describing something that the group does often or regularly. I think she's saying ""every time"".",4,4,2,3,5,4,5,2,5,7,6,6,uR8PPaUZ,2019-07-04-15-26,2019-07-04-15-28,2
s.ba0dd4e4-62c9-4854-ab54-174733038a95.txt,334666100,1,They're open.,6,5,7,5,4,4,1,5,2,6,5,2,DMJS2VUX,2019-07-04-15-32,2019-07-04-15-33,1
s.52620fdb-8ad1-4e27-98a7-f4090ca27ea6.txt,334666100,2,I need to give or provide something to you,4,4,2,1,5,5,4,4,6,4,5,4,9w9wXCCB,2019-07-04-15-24,2019-07-04-15-26,2
s.08584d20-134d-4317-946c-3e8f88ec676d.txt,334666395,3,the women asked to finished or equal to the content,4,6,7,4,5,5,6,3,7,3,5,6,bEze8WuD,2019-07-04-15-36,2019-07-04-15-38,2
s.0c6be549-f4a5-47ce-9413-590eac650dab.txt,334666350,3,The speaker seems to be praising the group of people.,6,6,3,2,4,5,4,3,6,5,6,4,4knvaBUX,2019-07-04-15-27,2019-07-04-15-30,3
s.29c85d5a-d342-4790-9d92-8c6d6a14be27.txt,334666350,3,"","","","","","","","","","","","","","",2019-07-04-15-44,"",""
s.db21b6a0-e37c-422c-8b82-e00eebe05f35.txt,334666125,3,I think the speaker is talking about the group coming together as a unit.,6,6,2,2,6,6,3,4,7,7,6,6,ss9bCJcf,2019-07-04-15-35,2019-07-04-15-38,3
s.24d71fa4-7eb8-4d5d-a0bc-3769cb188d98.txt,334666350,1,This is a great group of people! ,7,4,1,1,7,7,1,1,7,7,7,1,s4fgXUUt,2019-07-04-14-48,2019-07-04-14-50,2
s.7449810d-1a76-4836-b0e7-cc65f81171e6.txt,334666125,2,"","","","","","","","","","","","","","",2019-07-04-15-26,"",""
s.d3fd384a-53cc-44be-8396-80ec6a1fdce0.txt,334666369,2,i did not have any sound.,5,6,6,5,5,5,5,6,4,5,6,6,3DyxupqX,2019-07-04-15-24,2019-07-04-15-27,3
s.b009ae1c-b543-4434-b974-7941ab95a848.txt,334666150,1,making good communication and thinking,3,3,4,4,3,6,4,5,3,5,4,4,zVLpVetm,2019-07-04-14-51,2019-07-04-14-52,1
s.b51ff23a-6bdd-499f-af6a-e0e67d229377.txt,334666395,3,"","","","","","","","","","","","","","",2019-07-04-15-40,"",""
s.898b8e73-77d4-4e1c-a212-34ecbb5e1f78.txt,334666100,3,"opennes, greatness, together, appreciative, outgoing, great, loved. enjoying laughing",4,2,5,5,4,3,3,3,4,3,5,4,3KkNQxpn,2019-07-04-14-48,2019-07-04-14-51,3
s.91a2ff36-549b-4b7c-825e-f7224113b56f.txt,334666369,3,Good,4,5,4,4,4,4,5,4,4,4,4,4,XxsUr6Lx,2019-07-04-15-24,2019-07-04-15-24,0
s.d50a85a4-37df-408d-9fe5-fc80b0e00ba6.txt,334666369,1,They are saying it's a large group.,7,7,2,2,5,6,3,3,5,6,5,6,h6WpQcyr,2019-07-04-15-33,2019-07-04-15-34,1
s.bcb70a04-4032-43f3-85a6-f483a7793aa7.txt,334666350,1,"","","","","","","","","","","","","","",2019-07-04-15-28,"",""
s.7b04e2b8-bf4e-4df5-92b0-948581164469.txt,334666150,1,The group seems to be calm. It llooks like he was trying to express some kind of artistic idea,5,4,2,2,6,5,2,2,6,5,5,5,gCp6F7LD,2019-07-04-15-25,2019-07-04-15-29,4
s.afbd899e-4891-4efa-be21-2b4fbdcafecd.txt,334666150,1,I think they are signing for the deaf community and teaching people how to do so,7,5,4,4,5,3,4,4,5,4,4,4,rQfx4vFG,2019-07-04-15-29,2019-07-04-15-30,1
s.69a4e918-014b-45f9-a51f-22466754e2f7.txt,334666395,1,"I think they are explaining and discussing the arrangement of products on a display table, perhaps. Clearly, the discussion seems to be about many items.",6,6,1,1,2,1,4,6,7,7,6,6,bXQmBnh7,2019-07-04-15-27,2019-07-04-15-29,2
s.66e57322-2f8a-4796-9720-270f7dea0613.txt,334666350,3,Book store,4,7,4,5,5,7,5,1,6,7,6,7,UQZgap4X,2019-07-04-15-24,2019-07-04-15-26,2
s.46818eab-ce4d-4925-8354-336129c9ac7c.txt,334666395,2,SAME ,5,6,5,4,4,6,4,6,4,5,5,5,b7vGq3wZ,2019-07-04-14-55,2019-07-04-14-56,1
s.a091cb32-76cb-46e5-9bb8-8f983607e5db.txt,334666395,2,They are probally saying to chill out or to lay low.,"","","","","","","","","","","","","",2019-07-04-15-43,"",""
s.39646e9d-4b7b-4ece-bb32-fccc929f990e.txt,334666150,2,"","","","","","","","","","","","","","",2019-07-04-15-27,"",""
s.3ac36ef4-5cbd-4674-a17c-eb8d7f91dc92.txt,334666100,2,Give me your hands to test!!,"","","","","","","","","","","","","",2019-07-04-14-51,"",""
s.11f213f1-a348-4906-8503-99145f90fa52.txt,334666125,2,Video has no sound either here or at vimeo,4,4,2,4,5,4,4,3,4,4,4,4,2Uuntp6T,2019-07-04-14-43,2019-07-04-14-45,2
s.35dc4436-6f04-42b0-861f-dfe84c49a2aa.txt,334666125,2,They come together and help one another ,3,3,1,1,2,6,4,1,6,7,6,7,2vh7OUST,2019-07-04-15-24,2019-07-04-15-26,2
s.fdf0d18f-313b-4436-91fe-46d5a69b4c89.txt,334666395,3,that all,4,4,4,4,4,4,4,4,5,4,4,3,6HYK2k8C,2019-07-04-15-25,2019-07-04-15-27,2
s.accdb615-e4d3-4e5a-b4cc-616df176674c.txt,334666395,1,Do not do this action,2,2,2,3,4,4,5,2,5,3,3,5,DSEqAmwE,2019-07-04-15-41,2019-07-04-15-43,2
s.b5f164e2-74e7-4ffa-9f58-0aea330211d0.txt,334666395,3,the speaker is gesturing that the work group needs to calm down and deal with the problem.,7,7,7,6,5,3,5,7,7,7,3,4,6PCNmck6,2019-07-04-15-24,2019-07-04-15-25,1
