participant,vidlink:1,chooserandom:1,main_survey_free_response:1,main_survey_scale:1,main_survey_scale:2,main_survey_scale:3,main_survey_scale:4,main_survey_scale:5,main_survey_scale:6,main_survey_scale:7,main_survey_scale:8,main_survey_scale:9,main_survey_scale:10,main_survey_scale:11,main_survey_scale:12,endcode,TIME_start,TIME_end,TIME_total
s.c5e04bc4-03fb-4388-9cd3-0341eeb46eb8.txt,334666300,2,全員でやろうと言っているよ,5,4,4,2,2,4,4,4,5,5,3,4,P2eSu8xh,2019-07-27-02-22,2019-07-27-02-24,2
s.3dd00173-e5e1-4349-8b6a-63be7ffb3f97.txt,334661117,1,皆さん、分かりましたか？,6,6,3,3,6,6,3,3,6,6,5,5,LSsqJEPE,2019-07-26-17-36,2019-07-26-17-37,1
s.caac9f92-f317-459f-986e-0f72d037a1ed.txt,334666284,3,"",4,3,4,5,4,5,4,3,5,5,4,5,PhUJZb5t,2019-07-16-13-28,2019-07-16-13-29,1
s.3e0cecd8-0afd-43f0-bb46-274dc270c1f4.txt,334666214,1,"","","","","","","","","","","","","","",2019-07-28-15-36,"",""
s.8d98f396-4abb-405f-9153-db74d45de6e7.txt,334666262,3,"",1,1,4,4,4,1,4,4,1,1,1,4,uHWsVkN5,2019-07-27-00-33,2019-07-27-00-34,1
s.d4a50ea3-8610-41b9-a082-e2ea51c81084.txt,334666191,2,よくわからないけど、心をわしづかみにされたと表現していると思う。,2,1,1,2,1,1,1,1,1,1,3,3,MszsS7ZA,2019-07-27-03-36,2019-07-27-03-41,5
s.7aa2cf32-2281-46dd-8cf2-d4fed992cf2c.txt,334666234,2,紹介した○○だが、勿論よい側面ばかりではない。,5,5,2,7,1,3,3,2,7,7,7,7,hfx5JO9y,2019-07-16-13-28,2019-07-16-13-33,5
s.17839043-63eb-4dc0-9a08-c0db4bcb7660.txt,334661117,2,お互いの意見を出し合って…,6,6,6,5,4,4,4,3,5,6,4,4,OdW69rxM,2019-07-26-18-55,2019-07-26-18-57,2
s.2a4a2611-469c-4d3a-8a9c-e8623b975636.txt,334666324,1,みんな,7,5,7,5,4,3,3,5,4,5,4,3,R9sTUpbO,2019-07-27-01-29,2019-07-27-01-32,3
s.2f6631cb-f663-41d5-9a7b-0e07056e90a1.txt,334666300,3,全員,6,6,4,3,4,4,5,6,4,5,4,4,UQAcxYjS,2019-07-26-22-59,2019-07-26-23-03,4
s.11709805-cd4c-423d-abb3-2e56b81a5674.txt,334666214,1,あなたはどう思いますか,3,2,4,4,5,4,2,1,5,4,6,6,zGka6kcT,2019-07-28-17-02,2019-07-28-17-04,2
s.7301867d-e7b7-4e0b-aa1d-18aa90db7a4f.txt,334666214,1,私の名前を紹介している,5,3,5,1,4,3,1,6,6,5,7,3,GQtSFJ5K,2019-07-28-03-30,2019-07-28-03-33,3
s.034cc399-dd77-4144-a006-61390de81bbc.txt,334666324,2,全員,6,6,6,3,4,4,3,2,4,4,2,4,PPaQ9nqP,2019-07-27-03-50,2019-07-27-03-52,2
s.754b744a-75f7-4290-9baf-7bafd0b41050.txt,334666191,2,グループに対する悪口を言っている,4,4,6,6,2,3,3,5,4,4,4,4,w6BdvnGP,2019-07-27-02-17,2019-07-27-02-21,4
s.3499d47e-66ca-4795-bb18-6a6a00b731c7.txt,334666284,1,こんなふうにやってみて,5,5,4,2,4,4,3,3,5,6,4,4,HGfSj5DS,2019-07-26-18-53,2019-07-26-18-57,4
s.bccfe000-5b2f-4bc6-9d16-960bf6052b07.txt,334666300,3,"","","","","","","","","","","","","","",2019-07-26-17-33,"",""
s.7194ea4d-6e51-4003-99ea-6b4c2e208236.txt,334666191,1,わからない,4,4,4,4,4,4,4,4,4,4,4,4,AeTbRzS6,2019-07-27-11-20,2019-07-27-11-22,2
s.5a592abb-9f58-41be-a95f-50febc181f40.txt,334666300,2,みんなでやろう,6,6,4,4,5,5,4,3,7,7,5,4,YfC5LNkD,2019-07-27-03-08,2019-07-27-03-13,5
s.7909a6f3-ec25-49b9-9415-9d24de0de2c5.txt,334666284,3,no thanks,6,6,6,7,2,1,6,2,1,2,2,3,HqYtKxnG,2019-07-29-06-10,2019-07-29-06-15,5
s.e35b40b2-3b59-4b7a-bc5a-45e57c54497a.txt,334661117,1,みんなで力を合わせて,6,5,3,2,6,6,3,3,7,6,5,6,PVwB7VLb,2019-07-26-17-35,2019-07-26-17-36,1
s.d4320116-7f2d-440a-ab5f-05cd55fed562.txt,334666284,3,グループの中の人々の意見がぶつかっている、衝突している,5,5,7,6,4,4,2,4,7,6,5,5,q4DC78DF,2019-07-27-03-01,2019-07-27-03-04,3
s.59f64f6d-a325-4600-a604-cb20f709925a.txt,334666324,3,皆様の,4,4,4,4,4,4,4,4,4,4,4,5,9dxuNp7f,2019-07-27-00-59,2019-07-27-01-01,2
s.7ab1a5aa-a221-4beb-b1ab-caec635b36bb.txt,334666214,1,どういうことだ,1,1,7,1,1,1,1,7,1,1,7,1,LjJPKjGO,2019-07-27-05-10,2019-07-27-05-14,4
s.7ffa387d-9a5f-43ea-aaed-78923c163792.txt,334666234,2,人気が落ちてきている,5,5,4,5,2,3,6,6,6,3,6,6,K6THdDE8,2019-07-26-17-54,2019-07-26-18-10,16
s.428b11b0-2c7a-4ceb-8762-51d574a35fe4.txt,334661117,2,"",4,5,6,5,3,3,5,5,3,4,4,3,xLuYdWCZ,2019-07-16-13-24,2019-07-16-13-26,2
s.a146453e-fa87-42e1-9a1b-28d6f0d82e35.txt,334666167,2,私はあなたが好き,2,2,3,5,3,4,6,4,2,2,5,5,4e2cxhCD,2019-07-27-11-03,2019-07-27-11-04,1
s.0e57e1f8-73eb-45fe-ae98-8cd1694e50eb.txt,334666214,1,あなたはどうですか？,4,4,4,3,4,4,4,5,4,4,4,5,M5EXMKYN,2019-07-27-18-02,2019-07-27-18-04,2
s.ce7e0a2f-a0c4-4963-a429-f9fd4cc4684e.txt,334666167,1,どうだい？と質問している,2,2,3,1,4,5,1,5,4,6,4,5,daCcHqtd,2019-07-26-19-39,2019-07-26-19-43,4
s.3f1bd503-7dff-4fbc-84c7-3c20c03c28e5.txt,334666234,1,"","","","","","","","","","","","","","",2019-07-26-18-43,"",""
s.e3ed203d-a093-4b80-89f2-4a4b402c8779.txt,334666300,1,分かりましたか？,5,4,5,5,4,5,4,5,5,5,5,5,VYFVnLCM,2019-07-16-13-29,2019-07-16-13-30,1
s.ea18c71b-dfbc-4581-ae0d-ff21a318613e.txt,334666234,1,子供について,"","","","","","","","","","","","","",2019-07-16-15-05,"",""
s.f9dbe62c-ad86-41b1-a236-ea39aaa3c096.txt,334666214,1,なぜ？,4,6,6,6,5,2,2,4,4,5,4,3,M3rsYEfu,2019-07-26-21-53,2019-07-26-21-55,2
s.5fc3141a-b939-405d-ba21-ea502291a3f7.txt,334666214,1,否定的である。,5,5,5,3,3,4,3,4,5,6,6,6,NHZjV9th,2019-07-26-21-02,2019-07-26-21-06,4
s.7a198bf1-2285-4aa8-8867-feabb21ac689.txt,334666300,2,"","","","","","","","","","","","","","",2019-07-16-13-29,"",""
s.ba765388-454c-4cfb-8624-b13db690e044.txt,334666167,3,"","","","","","","","","","","","","","",2019-07-16-14-34,"",""
s.d835a4b8-2783-4b04-b7b8-4984f84292fe.txt,334666214,3,私はどうしたらいいの？,5,5,4,5,3,5,5,4,3,5,5,5,Ot3dX3He,2019-07-26-19-11,2019-07-26-19-15,4
s.2d4dcf2e-4c31-4942-83a2-1d723a58fe4e.txt,334666191,2,"","","","","","","","","","","","","","",2019-07-27-03-34,"",""
s.cec559f3-3752-4298-adde-c39e785e6f88.txt,334666262,1,ちょっと心配なんだけれど。,4,3,5,4,4,4,4,4,5,4,2,3,VXtnqwev,2019-07-26-23-42,2019-07-26-23-45,3
s.14127e2d-9099-48fc-826c-15762f292e72.txt,334666300,3,周りを見渡せば世界が広がる,5,4,5,1,5,3,1,3,6,6,5,3,3yd3eDM6,2019-07-27-09-49,2019-07-27-09-53,4
s.b1a65acb-ecde-4469-a4c7-591e5b9223e3.txt,334666214,1,～と思いますがどうですか？,5,5,3,2,5,5,2,3,5,5,5,5,NZEYvnYY,2019-07-27-10-52,2019-07-27-10-54,2
s.0cbba5d4-17e1-454a-b09a-9eae27bdf2f5.txt,334666167,3,"","","","","","","","","","","","","","",2019-07-27-06-43,"",""
s.741721ad-1d80-4bfc-9664-8efd2f6bb611.txt,334661117,3,私をしつこく勧誘してきて困っています。,7,7,6,6,2,2,6,7,5,6,6,6,yww6VtVy,2019-07-26-18-40,2019-07-26-18-44,4
s.117b6d92-eb25-4535-af42-4a276ba0a15e.txt,334666234,1,楽しい,3,2,3,3,5,3,2,2,5,3,3,2,ekAUXY2s,2019-07-28-15-36,2019-07-28-15-38,2
s.1a3840c2-d79d-47ce-addb-cc5b0d412118.txt,334666262,3,別にどうでもいい,3,3,6,3,2,2,2,4,2,2,2,2,7Sc6jJ9m,2019-07-26-18-00,2019-07-26-18-05,5
s.79590eda-a70d-481c-b473-49dca238e0f9.txt,334666214,2,"","","","","","","","","","","","","","",2019-07-27-06-43,"",""
s.621d86ca-de15-4f3b-b83e-4ff438516ff4.txt,334666324,3,これらのなかで,7,7,7,7,2,1,5,7,5,6,2,2,9NArKxd2,2019-07-16-13-22,2019-07-16-13-24,2
s.84bf2907-a24f-4393-a4dc-fae3b06346d8.txt,334666262,1,うーんとねぇ　,3,3,4,5,4,4,4,4,4,4,4,4,AxMQ2gNC,2019-07-16-13-31,2019-07-16-13-34,3
s.b1a60224-9e7a-4ea5-acda-339714957771.txt,334666284,3,人と人がぶつかった,5,5,7,7,2,2,3,6,1,6,5,5,Qb45BhCD,2019-07-28-11-04,2019-07-28-11-09,5
s.53c4d4bd-0d56-4e99-9367-60fa90718fb4.txt,334666284,3,ケンカした,4,4,4,2,4,4,2,4,4,4,4,3,hGwDuL3R,2019-07-27-04-21,2019-07-27-04-24,3
s.def4a14e-fa93-4680-8da1-f5201a661445.txt,334666214,2,私を信じてくださいと言っているように見えました。,3,3,6,4,3,2,2,2,4,3,5,5,DuuKwZJh,2019-07-26-18-14,2019-07-26-18-18,4
s.0efb7e68-4ac8-411b-92b8-ff26f2d4bec4.txt,334666262,2,"","","","","","","","","","","","","","",2019-07-27-15-29,"",""
s.f02c2072-f4ca-47bc-9bfe-eb098a636d21.txt,334666234,2,"","","","","","","","","","","","","","",2019-07-16-14-39,"",""
s.49958667-1240-4f86-ba4d-28aa5d0573b8.txt,334666191,3,心から感動した,5,5,3,5,4,4,5,5,6,5,6,6,JJT6EpxM,2019-07-27-09-11,2019-07-27-09-19,8
s.b39fce38-7244-4e58-82a9-d1ef6b0aa8a0.txt,334666300,1,みんなで,7,6,7,4,3,3,4,6,5,6,6,6,JE4W3pr3,2019-07-27-17-03,2019-07-27-17-05,2
s.1a92e196-3d10-418f-83c7-6df35758b931.txt,334666191,3,心が動く,6,6,4,3,5,6,3,4,7,5,6,6,vrUgSjv8,2019-07-27-10-40,2019-07-27-10-43,3
s.760e1401-4d5f-49b5-9187-93a50ad11cea.txt,334666324,1,"","","","","","","","","","","","","","",2019-07-16-14-31,"",""
s.f2cde1ab-9250-4eb7-b31c-6dee1a29f2ea.txt,334661117,1,"","","","","","","","","","","","","","",2019-07-27-01-45,"",""
s.675568be-c8da-4870-8819-452e23e8cb93.txt,334666167,3,"","","","","","","","","","","","","","",2019-07-26-17-25,"",""
s.d2d20cb5-4f10-47e5-915d-6d77dc8cd5b6.txt,334666191,2,彼女は私を侮辱した,3,3,6,5,3,3,5,6,5,5,5,5,bNmCnXfj,2019-07-16-13-32,2019-07-16-13-34,2
s.cca1115f-abc9-4a35-be39-9d5b5137decf.txt,334661117,2,どうしようかな〜,2,3,5,2,3,5,2,2,4,4,2,2,3MEHYLD4,2019-07-26-17-41,2019-07-26-17-44,3
s.b624551e-827c-4330-997f-2bd6f028f57d.txt,334666167,3,だから誤解だって！,2,4,6,6,2,1,6,6,3,1,5,3,F8f3NJYq,2019-07-16-14-52,2019-07-16-14-55,3
s.268bf84f-57c4-4953-8f79-846ca495decb.txt,334666284,3,"",5,5,4,3,3,3,3,6,5,5,4,5,PBTJgRzg,2019-07-27-13-39,2019-07-27-13-41,2
s.4228ff20-b462-4fc6-a8d7-75a44e62c758.txt,334666234,1,"","","","","","","","","","","","","","",2019-07-27-00-06,"",""
s.3baffdd6-f72f-4a94-b125-4e473b3a6a59.txt,334666191,2,"","","","","","","","","","","","","","",2019-07-16-13-32,"",""
s.55d2f154-d4ce-4df0-9ca5-4fd65597a7ba.txt,334666284,3,彼女は楽しいと言っています。,4,5,3,5,4,4,4,5,6,5,6,6,gWShWmqR,2019-07-27-08-54,2019-07-27-08-57,3
s.4f6e35ac-765a-4e5f-9b78-7b38e87cd5e2.txt,334666284,1,ジェスチャーの意味が汲み取れない。,3,3,4,4,2,3,4,6,5,5,5,5,LbBTRbQm,2019-07-26-18-48,2019-07-26-18-52,4
s.0ba2a4ff-ae84-4394-8139-228ad6b903a1.txt,334666167,3,これぐらいの大きさだったよ,4,4,5,5,4,3,4,2,4,2,4,5,Amrb3vwt,2019-07-26-18-30,2019-07-26-18-32,2
s.5ed29933-3c69-4f95-8d9d-91978722b3fa.txt,334661117,2,ぶつかるよ,2,2,2,4,6,5,2,2,6,5,6,5,9J7y2Jrq,2019-07-27-02-55,2019-07-27-03-00,5
s.f68b445a-8640-4b6f-b6bf-96e2add97386.txt,334661117,3,どっか連れてって,4,5,2,2,5,5,5,7,7,4,7,6,A6fzLL3s,2019-07-27-05-16,2019-07-27-05-21,5
s.827c8b9f-3844-4aa3-b620-feac4146747c.txt,334666191,1,"","","","","","","","","","","","","","",2019-07-27-00-50,"",""
s.453c9d94-34a8-469e-8af2-f48eb33b512c.txt,334666191,3,"","","","","","","","","","","","","","",2019-07-27-08-27,"",""
s.213d8d44-a122-435e-a08d-e745892b814c.txt,334666284,3,グループ内で対立している。,4,4,6,7,3,2,4,3,2,1,2,1,7u4Mgupn,2019-07-26-17-53,2019-07-26-17-56,3
s.651b3836-b442-4f35-8d75-9ebf7f2e83e6.txt,334666262,1,"",2,2,2,2,3,4,3,4,3,4,2,3,Pv2ENMxJ,2019-07-27-04-11,2019-07-27-04-13,2
s.cc978203-df88-4d88-8d0a-31cd9ab169b5.txt,334661117,2,"","","","","","","","","","","","","","",2019-07-16-13-23,"",""
s.a92f8de0-9a71-481a-a84c-665e820c4da3.txt,334666324,2,元気だよ,3,5,5,4,4,5,4,4,5,4,4,5,nMSN9S3m,2019-07-27-04-07,2019-07-27-04-08,1
s.22f8588a-7a4c-452f-84ce-6188e147af8b.txt,334666324,1,みんな,5,6,4,3,4,4,4,4,5,4,4,4,Tet5Cmgt,2019-07-26-20-01,2019-07-26-20-03,2
s.8980abdd-0eae-4175-b68c-0215f1f2959a.txt,334666191,3,"","","","","","","","","","","","","","",2019-07-29-08-07,"",""
s.2730e733-0169-46e1-8bb5-592c9b977391.txt,334666284,3,話し合いをしましょう,6,6,7,6,1,7,4,4,5,7,2,7,VeEp3dLf,2019-07-28-04-00,2019-07-28-04-02,2
s.d2341f72-e48a-42ea-b48b-0360cd95f1c6.txt,334666214,1,あなたは？,2,2,6,2,2,2,5,5,4,5,5,5,8AyDtqcB,2019-07-16-15-34,2019-07-16-15-36,2
s.7f008c4b-b9c6-4fb0-b8c8-9beec910a612.txt,334666284,2,ぶつかっている。,4,5,6,4,4,4,4,4,4,4,4,4,ufmkNsne,2019-07-16-13-34,2019-07-16-13-35,1
s.44f6295b-ea5b-4912-ab9e-bfbbd558b348.txt,334666324,2,右回りだよ,2,5,4,2,3,2,3,5,2,2,2,4,YjXRsWnZ,2019-07-27-03-04,2019-07-27-03-07,3
s.01e010c8-e508-4af6-8c66-b4310254d688.txt,334666191,2,It hurts.  ,4,4,6,6,2,2,4,5,3,6,3,4,mkOSEQ7x,2019-07-27-19-35,2019-07-27-19-39,4
s.8b2c75ea-8f8f-4e61-8af2-df33f8379279.txt,334666234,3,DA PUMP,5,6,3,3,3,4,4,3,6,5,4,4,mNNVMp3J,2019-07-26-21-16,2019-07-26-21-23,7
s.a7d34d70-6f48-46d4-b4a1-642f6c9413ca.txt,334661117,1,自分の好きなアイドルグループについて話している。,3,4,2,3,6,5,2,5,4,4,3,5,xEJfbjKJ,2019-07-26-21-48,2019-07-26-21-52,4
s.4ae9c220-60eb-477e-ae60-fedb384a02c6.txt,334666324,1,みんな同じ考えみたいだね。,5,5,2,1,4,2,2,6,5,5,3,4,cuVDzPsC,2019-07-27-01-24,2019-07-27-01-29,5
s.5467c7b5-724a-4eef-bb30-64722b7800fa.txt,334666262,3,早回しになっていて見れない,"","","","","","","","","","","","","",2019-07-16-13-23,"",""
s.974410ef-a174-4b95-888b-d3d5bf6512ab.txt,334666262,2,"",4,4,4,4,4,4,4,4,4,4,4,4,BUSanvha,2019-07-27-11-12,2019-07-27-11-15,3
s.bc0aca9d-03e2-447e-a5db-246020bb339d.txt,334666284,3,どういうことなの？,1,2,3,5,2,1,3,4,1,2,4,1,V3h72Hwg,2019-07-26-20-51,2019-07-26-20-54,3
s.27b1efc7-7917-4cec-b2cd-05ce3758b7f1.txt,334666191,1,胸が苦しい。,5,5,6,5,4,4,3,4,4,3,5,4,2TPLYUrT,2019-07-27-01-54,2019-07-27-01-56,2
s.a1cfe2de-0c45-4abd-88d6-b449060276c8.txt,334666234,2,止まって,6,3,6,6,2,1,2,6,3,3,2,2,THs23pPT,2019-07-26-22-53,2019-07-26-22-57,4
s.aa70d663-0fbf-41a2-b2cf-35a3c91afb45.txt,334666300,3,"","","","","","","","","","","","","","",2019-07-26-17-32,"",""
s.1b22d907-49bb-4a7b-ab28-404493b03728.txt,334666284,1,話し合おう,4,5,5,5,3,2,3,3,4,5,2,2,fuEYXBeA,2019-07-29-07-44,2019-07-29-07-47,3
s.609fb0a8-fba5-476f-a20d-d3b709b330ba.txt,334666191,2,わたしが悪かった。,2,2,6,5,3,3,5,6,5,6,5,2,JDcaDT7K,2019-07-27-00-55,2019-07-27-00-57,2
s.f4a46269-d739-4c58-bbd0-739633bcc48d.txt,334666191,3,右にあるよ,2,2,4,1,2,3,2,4,3,2,2,2,fzRs3mnk,2019-07-26-19-29,2019-07-26-19-31,2
s.ab17c085-ba72-4e7e-8e25-3ead47349eaa.txt,334666284,3,彼女は「会いたい」と言っている,3,4,3,3,5,5,3,5,5,5,3,5,4FkUu46X,2019-07-26-19-42,2019-07-26-19-45,3
s.7f09e768-f047-4e27-95fc-5855b90e76d7.txt,334666262,2,はじめまして,5,5,5,5,2,2,4,4,3,4,4,4,wymMeTOS,2019-07-27-02-58,2019-07-27-03-00,2
s.75860c88-6de3-4b01-a58a-02c96cd09966.txt,334666214,2,私の意見にあなたは同意してくれる？,4,5,5,3,4,4,2,4,6,7,4,3,NOXPjE9b,2019-07-27-02-45,2019-07-27-02-47,2
s.09086f33-cbd7-46aa-82db-ca786088a43c.txt,334666262,2,結束が強いの,7,7,1,7,4,1,3,6,7,6,6,6,dHw4KrTn,2019-07-26-17-32,2019-07-26-17-34,2
s.dcfec6e0-fcf1-4579-8019-0af56c4829d9.txt,334666324,3,もう少し皆のことを考えて,2,3,5,6,3,3,5,2,3,5,3,3,8kpheQyg,2019-07-26-18-20,2019-07-26-18-22,2
s.57bc2cbe-284f-4e35-ba5b-cdfb1feba9af.txt,334666234,3,"","","","","","","","","","","","","","",2019-07-26-17-48,"",""
s.4d0c7574-9064-4c3e-9ff1-b49cf0ecba55.txt,334666191,1,心が大切ということ,2,1,5,3,1,2,1,1,2,5,3,3,YWrse4Gt,2019-07-27-01-09,2019-07-27-01-12,3
s.b8dd8eaf-4624-4344-a0df-e3f2dec0c945.txt,334666167,1,私のをあげる,3,3,4,5,3,4,5,5,5,4,4,4,unYR5M4M,2019-07-27-00-38,2019-07-27-00-41,3
s.ce4e22ab-9794-4ecb-840a-df1cae4113fa.txt,334666324,3,さあ、お食べ下さい。,5,5,2,3,6,5,6,4,6,6,6,4,jWfSCJW7,2019-07-26-17-33,2019-07-26-17-34,1
s.b7cf4e90-ef99-4f0b-85a9-0190e1f6c879.txt,334666191,2,私は　または　私たちは,1,3,6,6,2,2,6,7,5,4,3,5,s3X4w5ch,2019-07-26-17-53,2019-07-26-17-56,3
s.c0fb2c18-7a55-41d4-b2e5-ccae6cb5c18c.txt,334666284,2,衝突してるもしくは、理解を得られた、OK、OK。,5,3,5,4,3,4,3,4,5,5,3,4,KV3V43Lk,2019-07-27-08-20,2019-07-27-08-25,5
s.5e698a6e-959b-4940-83ce-0b9f68817ff5.txt,334666167,1,私は怒っています。,4,4,4,5,4,3,4,5,4,4,5,5,EmDLNRQ6,2019-07-26-17-53,2019-07-26-17-55,2
s.ebbca4ee-d8c8-4dc2-ba66-c8d6c6b9fbb3.txt,334666284,2,"",4,5,6,7,2,2,5,4,1,4,3,4,FjLbT8e6,2019-07-29-05-23,2019-07-29-05-25,2
s.77ba6d7f-2403-4a31-9852-8665e776d272.txt,334666191,2,私は関係ありません,3,3,5,5,2,3,5,6,2,3,6,6,jUUkXazn,2019-07-28-10-01,2019-07-28-10-03,2
s.857fc37a-78ee-431d-9b98-281418412188.txt,334666191,1,どうすれば良かったの？,3,5,7,6,2,2,6,6,2,5,2,3,arOSJP6Q,2019-07-29-08-18,2019-07-29-08-22,4
s.8399ce75-fb23-47e0-9cf3-71dcd9eef38e.txt,334666167,3,心情を吐露している,4,4,6,5,2,2,5,5,4,5,3,3,xjVGtGVH,2019-07-27-01-46,2019-07-27-01-49,3
s.1b4b36b2-1597-4a68-9195-9b7c1bdfd4dc.txt,334666324,1,みんなはどう思うの,2,1,4,6,2,1,7,7,4,7,4,4,GGP4qa5L,2019-07-27-09-16,2019-07-27-09-20,4
s.e2cac606-4be4-4278-b026-bf172d4a4c96.txt,334666214,3,"","","","","","","","","","","","","","",2019-07-26-17-55,"",""
s.c9332e23-af98-4845-9594-9e0cbd2cf5b2.txt,334666234,2,"","","","","","","","","","","","","","",2019-07-26-18-58,"",""
s.0548625e-076d-46b4-8e4d-513f59de6a84.txt,334666167,1,どうして？,2,1,1,2,3,2,3,3,2,2,3,1,YDY74g6A,2019-07-27-02-24,2019-07-27-02-27,3
s.b41a4aa0-7892-4438-9e98-b672926379c7.txt,334666284,2,そのグループは仲があまり良くない,6,6,7,6,4,3,5,5,2,2,3,5,a9k4jNDs,2019-07-26-17-38,2019-07-26-17-41,3
s.f6dd846c-e23f-4ae3-83d7-0dc5767ff48d.txt,334661117,2,私たちの利益は合致している。,2,2,5,5,4,2,2,3,4,4,4,3,MbpcA5ue,2019-07-28-10-30,2019-07-28-10-32,2
s.331eb260-7e7d-42fc-ba94-4b40479e8896.txt,334666284,1,何か二つのものがぶつかったことを説明している、と感じた,4,4,5,5,4,4,4,4,4,4,4,4,TcbtP3Zc,2019-07-27-05-55,2019-07-27-05-59,4
s.7326292b-2aef-411a-8713-488f01fa6f67.txt,334666191,1,僕と友達になりたい。,5,4,3,2,4,4,3,4,4,4,4,5,fTehW9Sb,2019-07-27-09-35,2019-07-27-09-39,4
s.138a4fb2-c4c6-4ba1-ad8a-2de09d233bfd.txt,334666300,3,よく分からない,4,4,4,4,4,4,4,4,4,4,4,4,2f87DqJd,2019-07-27-03-02,2019-07-27-03-05,3
s.6d4b4646-e325-4775-8bb8-ecc3b189c409.txt,334666214,1,"","","","","","","","","","","","","","",2019-07-27-02-48,"",""
s.fe2e491c-ee07-4bce-9649-037495de1928.txt,334666300,3,みんな,5,5,3,3,4,5,3,4,5,5,5,5,WmybqkOt,2019-07-27-15-30,2019-07-27-15-35,5
s.171ecf0b-6eed-4a15-849a-8924c3de2a24.txt,334666191,3,私はそう思う。,5,5,5,4,3,3,4,3,4,5,4,4,qSzpEHhC,2019-07-26-18-16,2019-07-26-18-18,2
